hoc_ky,ma_mon_hoc,ma_lop,so_tin_chi,ma_giang_vien,thu,tiet_bat_dau,tiet_ket_thuc,cach_tuan,ngay_bat_dau,ngay_ket_thuc,phong_hoc,si_so,hinh_thuc_giang_day,ghi_chu
2022_2023_1,MA003,MA003.N111,3,*,5,6,9,1,2022-09-09,2023-01-04,B3.20,,LT,
2022_2023_1,MA003,MA003.N119,3,*,6,1,4,1,2022-09-09,2023-01-04,B3.20,,LT,
2022_2023_1,MA003,MA003.N12,3,*,3,1,4,1,2022-09-09,2023-01-04,B3.20,,LT,
2022_2023_1,MA003,MA003.N121,3,*,6,6,9,1,2022-09-09,2023-01-04,B3.20,,LT,
2022_2023_1,MA003,MA003.N117,3,*,6,6,9,1,2022-09-09,2023-01-04,B4.16,,LT,
2022_2023_1,MA003,MA003.N120,3,*,6,1,4,1,2022-09-09,2023-01-04,B4.16,,LT,
2022_2023_1,MA003,MA003.N113,3,*,5,1,4,1,2022-09-09,2023-01-04,B4.18,,LT,
2022_2023_1,MA003,MA003.N116,3,*,6,1,4,1,2022-09-09,2023-01-04,B4.18,,LT,
2022_2023_1,MA003,MA003.N118,3,*,6,6,9,1,2022-09-09,2023-01-04,B4.18,,LT,
2022_2023_1,MA003,MA003.N17,3,*,4,6,9,1,2022-09-09,2023-01-04,B4.18,,LT,
2022_2023_1,MA003,MA003.N114,3,*,5,1,4,1,2022-09-09,2023-01-04,B4.20,,LT,
2022_2023_1,MA003,MA003.N18,3,*,4,6,9,1,2022-09-09,2023-01-04,B4.20,,LT,
2022_2023_1,MA003,MA003.N15,3,*,4,1,4,1,2022-09-09,2023-01-04,B4.22,,LT,
2022_2023_1,MA003,MA003.N19,3,*,4,6,9,1,2022-09-09,2023-01-04,B4.22,,LT,
2022_2023_1,MA003,MA003.N110,3,*,5,1,4,1,2022-09-09,2023-01-04,B5.12,,LT,
2022_2023_1,MA003,MA003.N16,3,*,4,6,9,1,2022-09-09,2023-01-04,B5.12,,LT,
2022_2023_1,MA003,MA003.N11.CTTN,3,*,6,6,9,1,2022-09-09,2022-12-28,B6.02,,LT,
2022_2023_1,MA003,MA003.N112,3,*,5,1,4,1,2022-09-09,2023-01-04,B7.04,,LT,
2022_2023_1,MA003,MA003.N12.CNVN,3,*,6,6,9,1,2022-09-09,2022-12-28,C309,,LT,
2022_2023_1,MA003,MA003.N11.CNVN,3,*,3,6,9,1,2022-09-09,2022-12-28,C311,,LT,
2022_2023_1,MA003,MA003.N11.CLC,3,*,2,1,4,1,2022-09-04,2022-11-23,E10.1,,LT,
2022_2023_1,MA004,MA004.N11.CLC,4,*,3,6,9,1,2022-09-04,2022-12-28,B1.16,,LT,
2022_2023_1,MA004,MA004.N12,4,*,2,6,9,1,2022-09-04,2022-12-28,B6.08,,LT,
2022_2023_1,MA004,MA004.N13,4,*,3,6,9,1,2022-09-04,2022-12-28,B7.04,,LT,
2022_2023_1,MA004,MA004.N11,4,*,2,1,4,1,2022-09-04,2022-12-28,B7.08,,LT,
2022_2023_1,MA004,MA004.N11.CNVN,4,*,4,1,4,1,2022-09-04,2022-12-28,C305,,LT,
2022_2023_1,MA004,MA004.N12.CNVN,4,*,4,6,9,1,2022-09-04,2022-12-28,C305,,LT,
2022_2023_1,MA005,MA005.N12,3,*,6,1,4,1,2022-09-04,2022-12-28,B5.12,,LT,
2022_2023_1,MA005,MA005.N11,3,*,3,1,4,1,2022-09-04,2022-12-28,B7.06,,LT,
2022_2023_1,MA005,MA005.N13,3,*,6,6,9,1,2022-09-04,2022-12-28,B7.06,,LT,
2022_2023_1,MA005,MA005.N11.CLC,3,*,4,6,9,1,2022-09-04,2022-11-23,C101,,LT,
2022_2023_1,MA006,MA006.N16,4,*,5,1,5,1,2022-09-09,2023-01-04,B1.22,,LT,
2022_2023_1,MA006,MA006.N122,4,*,4,1,5,1,2022-09-09,2023-01-04,B3.16,,LT,
2022_2023_1,MA006,MA006.N124,4,*,4,6,0,1,2022-09-09,2023-01-04,B3.16,,LT,
2022_2023_1,MA006,MA006.N110,4,*,7,1,5,1,2022-09-09,2023-01-04,B3.18,,LT,
2022_2023_1,MA006,MA006.N123,4,*,4,1,5,1,2022-09-09,2023-01-04,B3.18,,LT,
2022_2023_1,MA006,MA006.N125,4,*,4,6,0,1,2022-09-09,2023-01-04,B3.18,,LT,
2022_2023_1,MA006,MA006.N19,4,*,7,6,0,1,2022-09-09,2023-01-04,B3.18,,LT,
2022_2023_1,MA006,MA006.N111,4,*,7,6,0,1,2022-09-09,2023-01-04,B3.20,,LT,
2022_2023_1,MA006,MA006.N113,4,*,3,6,0,1,2022-09-09,2023-01-04,B3.20,,LT,
2022_2023_1,MA006,MA006.N119,4,*,2,1,5,1,2022-09-09,2023-01-04,B3.20,,LT,
2022_2023_1,MA006,MA006.N120,4,*,2,6,0,1,2022-09-09,2023-01-04,B3.20,,LT,
2022_2023_1,MA006,MA006.N112,4,*,7,6,0,1,2022-09-09,2023-01-04,B4.16,,LT,
2022_2023_1,MA006,MA006.N114,4,*,3,1,5,1,2022-09-09,2023-01-04,B4.16,,LT,
2022_2023_1,MA006,MA006.N116,4,*,2,1,5,1,2022-09-09,2023-01-04,B4.16,,LT,
2022_2023_1,MA006,MA006.N121,4,*,2,6,0,1,2022-09-09,2023-01-04,B4.16,,LT,
2022_2023_1,MA006,MA006.N15,4,*,5,6,0,1,2022-09-09,2023-01-04,B4.16,,LT,
2022_2023_1,MA006,MA006.N115,4,*,3,1,5,1,2022-09-09,2023-01-04,B4.18,,LT,
2022_2023_1,MA006,MA006.N117,4,*,2,6,0,1,2022-09-09,2023-01-04,B4.18,,LT,
2022_2023_1,MA006,MA006.N118,4,*,2,1,5,1,2022-09-09,2023-01-04,B4.18,,LT,
2022_2023_1,MA006,MA006.N11,4,*,6,1,5,1,2022-09-09,2023-01-04,B4.20,,LT,
2022_2023_1,MA006,MA006.N13,4,*,6,6,0,1,2022-09-09,2023-01-04,B4.20,,LT,
2022_2023_1,MA006,MA006.N12,4,*,6,1,5,1,2022-09-09,2023-01-04,B4.22,,LT,
2022_2023_1,MA006,MA006.N14,4,*,6,6,0,1,2022-09-09,2023-01-04,B4.22,,LT,
2022_2023_1,MA006,MA006.N17,4,*,5,1,5,1,2022-09-09,2023-01-04,B4.22,,LT,
2022_2023_1,MA006,MA006.N18,4,*,5,1,5,1,2022-09-09,2023-01-04,B5.10,,LT,
2022_2023_1,MA006,MA006.N11.CNVN,4,*,4,6,0,1,2022-09-09,2023-01-04,C314,,LT,
2022_2023_1,MA006,MA006.N12.CNVN,4,*,3,1,5,1,2022-09-09,2023-01-04,C314,,LT,
2022_2023_1,MA006,MA006.N11.CLC,4,*,5,1,4,1,2022-09-04,2022-12-28,E34,,LT,
2022_2023_1,SS003,SS003.N11,2,*,2,1,2,1,2022-09-04,2022-12-28,B1.14,,LT,
2022_2023_1,SS003,SS003.N12,2,*,2,4,5,1,2022-09-04,2022-12-28,B1.14,,LT,
2022_2023_1,SS003,SS003.N15,2,*,2,6,7,1,2022-09-04,2022-12-28,B1.14,,LT,
2022_2023_1,SS003,SS003.N16,2,*,2,8,9,1,2022-09-04,2022-12-28,B1.14,,LT,
2022_2023_1,SS003,SS003.N13,2,*,2,1,2,1,2022-09-04,2022-12-28,B3.14,,LT,
2022_2023_1,SS003,SS003.N14,2,*,2,4,5,1,2022-09-04,2022-12-28,B3.14,,LT,
2022_2023_1,SS004,SS004.N11,2,*,4,1,3,1,2022-09-09,2022-12-28,B1.16,,LT,
2022_2023_1,SS004,SS004.N16,2,*,6,1,2,1,2022-09-04,2022-12-28,B3.14,,LT,
2022_2023_1,SS004,SS004.N17,2,*,6,4,5,1,2022-09-04,2022-12-28,B3.14,,LT,
2022_2023_1,SS004,SS004.N11.CLC,2,*,2,4,5,1,2022-09-04,2022-12-28,B6.02,,LT,
2022_2023_1,SS004,SS004.N14,2,*,5,1,2,1,2022-09-04,2022-12-28,B7.02,,LT,
2022_2023_1,SS004,SS004.N15,2,*,5,4,5,1,2022-09-04,2022-12-28,B7.02,,LT,
2022_2023_1,SS004,SS004.N12,2,*,2,1,2,1,2022-09-04,2022-12-28,B7.04,,LT,
2022_2023_1,SS004,SS004.N13,2,*,2,4,5,1,2022-09-04,2022-12-28,B7.04,,LT,
2022_2023_1,SS004,SS004.N11.CTTN,2,*,4,6,8,1,2022-09-09,2022-12-21,E41,,LT,
2022_2023_1,SS006,SS006.N14,2,*,4,6,7,1,2022-09-04,2022-12-28,B1.14,,LT,
2022_2023_1,SS006,SS006.N11,2,*,3,6,8,1,2022-09-09,2022-12-28,B4.14,,LT,
2022_2023_1,SS006,SS006.N19,2,*,5,6,7,1,2022-09-04,2022-12-28,B4.14,,LT,
2022_2023_1,SS006,SS006.N12,2,*,3,6,8,1,2022-09-09,2022-12-28,B6.06,,LT,
2022_2023_1,SS006,SS006.N15,2,*,4,4,5,1,2022-09-04,2022-12-28,B6.06,,LT,
2022_2023_1,SS006,SS006.N18,2,*,5,1,2,1,2022-09-04,2022-12-28,B6.06,,LT,
2022_2023_1,SS006,SS006.N13,2,*,7,1,3,1,2022-09-09,2022-12-28,B7.02,,LT,
2022_2023_1,SS006,SS006.N16,2,*,2,1,2,1,2022-09-04,2022-12-28,B7.02,,LT,
2022_2023_1,SS006,SS006.N17,2,*,2,4,5,1,2022-09-04,2022-12-28,B7.02,,LT,
2022_2023_1,SS007,SS007.N12,3,*,7,6,9,1,2022-09-09,2023-01-04,B1.14,,LT,
2022_2023_1,SS007,SS007.N16,3,*,3,6,8,1,2022-09-04,2022-12-28,B1.14,,LT,
2022_2023_1,SS007,SS007.N11,3,*,7,1,4,1,2022-09-09,2023-01-04,B3.14,,LT,
2022_2023_1,SS007,SS007.N15,3,*,3,1,3,1,2022-09-04,2022-12-28,B3.22,,LT,
2022_2023_1,SS007,SS007.N13,3,*,2,1,3,1,2022-09-04,2022-12-28,B5.08,,LT,
2022_2023_1,SS007,SS007.N18,3,*,4,6,8,1,2022-09-04,2022-12-28,B5.08,,LT,
2022_2023_1,SS007,SS007.N17,3,*,4,1,3,1,2022-09-04,2022-12-28,B5.12,,LT,
2022_2023_1,SS007,SS007.N11.CTTT,3,*,2,1,4,1,2022-09-09,2023-01-04,B6.08,,LT,
2022_2023_1,SS007,SS007.N14,3,*,2,6,8,1,2022-09-04,2022-12-28,B7.02,,LT,
2022_2023_1,SS008,SS008.N15,2,*,5,6,7,1,2022-09-04,2022-12-28,B3.14,,LT,
2022_2023_1,SS008,SS008.N16,2,*,5,8,9,1,2022-09-04,2022-12-28,B3.14,,LT,
2022_2023_1,SS008,SS008.N11,2,*,5,1,2,1,2022-09-04,2022-12-28,B5.08,,LT,
2022_2023_1,SS008,SS008.N12,2,*,5,4,5,1,2022-09-04,2022-12-28,B5.08,,LT,
2022_2023_1,SS008,SS008.N13,2,*,5,1,2,1,2022-09-04,2022-12-28,B5.14,,LT,
2022_2023_1,SS008,SS008.N14,2,*,5,4,5,1,2022-09-04,2022-12-28,B5.14,,LT,
2022_2023_1,SS009,SS009.N15,2,*,6,6,7,1,2022-09-04,2022-12-28,B1.14,,LT,
2022_2023_1,SS009,SS009.N16,2,*,6,8,9,1,2022-09-04,2022-12-28,B1.14,,LT,
2022_2023_1,SS009,SS009.N13,2,*,6,1,2,1,2022-09-04,2022-12-28,B6.06,,LT,
2022_2023_1,SS009,SS009.N14,2,*,6,4,5,1,2022-09-04,2022-12-28,B6.06,,LT,
2022_2023_1,SS009,SS009.N11,2,*,6,1,2,1,2022-09-04,2022-12-28,B6.08,,LT,
2022_2023_1,SS009,SS009.N12,2,*,6,4,5,1,2022-09-04,2022-12-28,B6.08,,LT,
2022_2023_1,SS010,SS010.N11,2,*,5,6,7,1,2022-09-04,2022-12-28,B1.14,,LT,
2022_2023_1,SS010,SS010.N12,2,*,5,8,9,1,2022-09-04,2022-12-28,B1.14,,LT,
2022_2023_1,SS010,SS010.N15,2,*,2,6,7,1,2022-09-04,2022-12-28,B3.14,,LT,
2022_2023_1,SS010,SS010.N16,2,*,2,8,9,1,2022-09-04,2022-12-28,B3.14,,LT,
2022_2023_1,SS010,SS010.N13,2,*,6,6,7,1,2022-09-04,2022-12-28,B7.02,,LT,
2022_2023_1,SS010,SS010.N14,2,*,6,8,9,1,2022-09-04,2022-12-28,B7.02,,LT,
2022_2023_1,IT001,IT001.N12.CNVN.1,1,*,4,6,0,2,2022-09-16,2023-01-11,B2.02,,HT1,
2022_2023_1,IT001,IT001.N12.CNVN.2,1,*,4,6,0,2,2022-09-23,2023-01-04,B2.02,,HT1,
2022_2023_1,IT001,IT001.N11.CNVN.1,1,*,6,6,0,2,2022-09-16,2023-01-11,B2.08,,HT1,
2022_2023_1,IT001,IT001.N11.CNVN.2,1,*,6,6,0,2,2022-09-23,2023-01-04,B2.08,,HT1,
2022_2023_1,IT001,IT001.N118.1,1,*,5,1,5,2,2022-09-23,2023-01-11,B2.10,,HT1,
2022_2023_1,IT001,IT001.N118.2,1,*,5,1,5,2,2022-10-28,2023-01-11,B2.10,,HT1,
2022_2023_1,IT001,IT001.N119.1,1,*,5,6,0,2,2022-09-23,2023-01-11,B2.10,,HT1,
2022_2023_1,IT001,IT001.N119.2,1,*,5,6,0,2,2022-10-28,2023-01-11,B2.10,,HT1,
2022_2023_1,IT001,IT001.N121.1,1,*,6,6,0,2,2022-09-23,2023-01-11,B2.10,,HT1,
2022_2023_1,IT001,IT001.N121.2,1,*,6,6,0,2,2022-10-28,2023-01-11,B2.10,,HT1,
2022_2023_1,IT001,IT001.N14.1,1,*,2,1,5,2,2022-09-23,2023-01-11,B2.10,,HT1,
2022_2023_1,IT001,IT001.N14.2,1,*,2,1,5,2,2022-10-28,2023-01-11,B2.10,,HT1,
2022_2023_1,IT001,IT001.N19.1,1,*,3,1,5,2,2022-09-23,2023-01-11,B2.10,,HT1,
2022_2023_1,IT001,IT001.N19.2,1,*,3,1,5,2,2022-10-28,2023-01-11,B2.10,,HT1,
2022_2023_1,IT001,IT001.N110.1,1,*,4,1,5,2,2022-09-23,2023-01-11,B2.12,,HT1,
2022_2023_1,IT001,IT001.N110.2,1,*,4,1,5,2,2022-10-28,2023-01-11,B2.12,,HT1,
2022_2023_1,IT001,IT001.N112.1,1,*,4,6,0,2,2022-09-23,2023-01-11,B2.12,,HT1,
2022_2023_1,IT001,IT001.N112.2,1,*,4,6,0,2,2022-10-28,2023-01-11,B2.12,,HT1,
2022_2023_1,IT001,IT001.N120.1,1,*,5,6,0,2,2022-09-23,2023-01-11,B2.12,,HT1,
2022_2023_1,IT001,IT001.N120.2,1,*,5,6,0,2,2022-10-28,2023-01-11,B2.12,,HT1,
2022_2023_1,IT001,IT001.N122.1,1,*,6,6,0,2,2022-09-23,2023-01-11,B2.12,,HT1,
2022_2023_1,IT001,IT001.N122.2,1,*,6,6,0,2,2022-10-28,2023-01-11,B2.12,,HT1,
2022_2023_1,IT001,IT001.N124.1,1,*,6,1,5,2,2022-09-23,2023-01-11,B2.12,,HT1,
2022_2023_1,IT001,IT001.N124.2,1,*,6,1,5,2,2022-10-28,2023-01-11,B2.12,,HT1,
2022_2023_1,IT001,IT001.N13.1,1,*,2,1,5,2,2022-09-23,2023-01-11,B2.12,,HT1,
2022_2023_1,IT001,IT001.N13.2,1,*,2,1,5,2,2022-10-28,2023-01-11,B2.12,,HT1,
2022_2023_1,IT001,IT001.N15.1,1,*,3,6,0,2,2022-09-23,2023-01-11,B2.12,,HT1,
2022_2023_1,IT001,IT001.N15.2,1,*,3,6,0,2,2022-10-28,2023-01-11,B2.12,,HT1,
2022_2023_1,IT001,IT001.N16.1,1,*,3,1,5,2,2022-09-23,2023-01-11,B2.12,,HT1,
2022_2023_1,IT001,IT001.N16.2,1,*,3,1,5,2,2022-10-28,2023-01-11,B2.12,,HT1,
2022_2023_1,IT001,IT001.N127.1,1,*,4,1,5,2,2022-09-09,2023-01-04,B2.14,,HT1,
2022_2023_1,IT001,IT001.N127.2,1,*,4,1,5,2,2022-09-16,2023-01-04,B2.14,,HT1,
2022_2023_1,IT001,IT001.N111.1,1,*,4,6,0,2,2022-09-23,2023-01-11,B2.16,,HT1,
2022_2023_1,IT001,IT001.N111.2,1,*,4,6,0,2,2022-10-28,2023-01-11,B2.16,,HT1,
2022_2023_1,IT001,IT001.N114.1,1,*,4,1,5,2,2022-09-23,2023-01-11,B2.16,,HT1,
2022_2023_1,IT001,IT001.N114.2,1,*,4,1,5,2,2022-10-28,2023-01-11,B2.16,,HT1,
2022_2023_1,IT001,IT001.N17.1,1,*,3,6,0,2,2022-09-23,2023-01-11,B2.16,,HT1,
2022_2023_1,IT001,IT001.N17.2,1,*,3,6,0,2,2022-10-28,2023-01-11,B2.16,,HT1,
2022_2023_1,IT001,IT001.N12.1,1,*,2,6,0,2,2022-09-23,2023-01-11,B2.18,,HT1,
2022_2023_1,IT001,IT001.N12.2,1,*,2,6,0,2,2022-10-28,2023-01-11,B2.18,,HT1,
2022_2023_1,IT001,IT001.N126.1,1,*,5,6,0,2,2022-09-09,2023-01-04,B2.20,,HT1,
2022_2023_1,IT001,IT001.N126.2,1,*,5,6,0,2,2022-09-16,2023-01-04,B2.20,,HT1,
2022_2023_1,IT001,IT001.N125.1,1,*,2,6,0,2,2022-09-16,2022-12-14,B2.22,,HT1,
2022_2023_1,IT001,IT001.N125.2,1,*,2,6,0,2,2022-09-23,2022-12-21,B2.22,,HT1,
2022_2023_1,IT001,IT001.N11.CLC.1,1,*,5,6,0,2,2022-09-16,2022-12-14,B3.02,,HT1,
2022_2023_1,IT001,IT001.N11.CLC.2,1,*,5,6,0,2,2022-09-23,2022-12-21,B3.02,,HT1,
2022_2023_1,IT001,IT001.N11.CTTN.1,1,*,2,1,5,2,2022-09-16,2023-01-11,B4.06,,HT1,
2022_2023_1,IT001,IT001.N11.CTTN.2,1,*,2,1,5,2,2022-09-23,2023-01-04,B4.06,,HT1,
2022_2023_1,IT001,IT001.N11.1,1,*,2,6,0,2,2022-09-23,2023-01-11,B5.02,,HT1,
2022_2023_1,IT001,IT001.N11.2,1,*,2,6,0,2,2022-10-28,2023-01-11,B5.02,,HT1,
2022_2023_1,IT001,IT001.N11.TTNT.1,1,*,5,1,5,1,2022-09-23,2023-01-11,B5.02,,HT1,
2022_2023_1,IT001,IT001.N113.1,1,*,4,6,0,2,2022-09-23,2023-01-11,B5.02,,HT1,
2022_2023_1,IT001,IT001.N113.2,1,*,4,6,0,2,2022-10-28,2023-01-11,B5.02,,HT1,
2022_2023_1,IT001,IT001.N115.1,1,*,4,1,5,2,2022-09-23,2023-01-11,B5.02,,HT1,
2022_2023_1,IT001,IT001.N115.2,1,*,4,1,5,2,2022-10-28,2023-01-11,B5.02,,HT1,
2022_2023_1,IT001,IT001.N116.1,1,*,5,6,0,2,2022-09-23,2023-01-11,B5.02,,HT1,
2022_2023_1,IT001,IT001.N116.2,1,*,5,6,0,2,2022-10-28,2023-01-11,B5.02,,HT1,
2022_2023_1,IT001,IT001.N123.1,1,*,6,1,5,2,2022-09-23,2023-01-11,B5.02,,HT1,
2022_2023_1,IT001,IT001.N123.2,1,*,6,1,5,2,2022-10-28,2023-01-11,B5.02,,HT1,
2022_2023_1,IT001,IT001.N18.1,1,*,3,1,5,2,2022-09-23,2023-01-11,B5.02,,HT1,
2022_2023_1,IT001,IT001.N18.2,1,*,3,1,5,2,2022-10-28,2023-01-11,B5.02,,HT1,
2022_2023_1,IT001,IT001.N117.1,1,*,5,6,0,2,2022-09-23,2023-01-11,B5.06,,HT1,
2022_2023_1,IT001,IT001.N117.2,1,*,5,6,0,2,2022-10-28,2023-01-11,B5.06,,HT1,
2022_2023_1,IT002,IT002.N11.1,1,*,2,6,0,2,2022-09-16,2022-12-14,B2.02,,HT1,
2022_2023_1,IT002,IT002.N11.2,1,*,2,6,0,2,2022-09-23,2022-12-21,B2.02,,HT1,
2022_2023_1,IT002,IT002.N12.1,1,*,3,6,0,2,2022-09-16,2022-12-14,B2.10,,HT1,
2022_2023_1,IT002,IT002.N12.2,1,*,3,6,0,2,2022-09-23,2022-12-21,B2.10,,HT1,
2022_2023_1,IT002,IT002.N13.1,1,*,4,1,5,2,2022-09-16,2022-12-14,B2.10,,HT1,
2022_2023_1,IT002,IT002.N13.2,1,*,4,1,5,2,2022-09-23,2022-12-21,B2.10,,HT1,
2022_2023_1,IT002,IT002.N12.CLC.1,1,*,7,6,0,2,2022-09-16,2022-12-14,B3.02,,HT1,
2022_2023_1,IT002,IT002.N12.CLC.2,1,*,7,6,0,2,2022-09-23,2022-12-21,B3.02,,HT1,
2022_2023_1,IT002,IT002.N11.CLC.1,1,*,2,6,0,2,2022-09-16,2022-12-14,B4.06,,HT1,
2022_2023_1,IT002,IT002.N11.CLC.2,1,*,2,6,0,2,2022-09-23,2022-12-21,B4.06,,HT1,
2022_2023_1,IT002,IT002.N11.CTTN.1,1,*,3,6,0,2,2022-09-16,2022-12-14,B4.08,,HT1,
2022_2023_1,IT002,IT002.N11.CTTN.2,1,*,3,6,0,2,2022-09-23,2022-12-21,B4.08,,HT1,
2022_2023_1,IT003,IT003.N11.1,1,*,2,6,0,2,2022-09-16,2022-12-14,B2.06,,HT1,
2022_2023_1,IT003,IT003.N11.2,1,*,2,6,0,2,2022-09-23,2022-12-21,B2.06,,HT1,
2022_2023_1,IT003,IT003.N14.1,1,*,5,1,5,2,2022-09-16,2022-12-14,B2.12,,HT1,
2022_2023_1,IT003,IT003.N14.2,1,*,5,1,5,2,2022-09-23,2022-12-21,B2.12,,HT1,
2022_2023_1,IT003,IT003.N12.1,1,*,3,1,5,2,2022-09-16,2022-12-14,B2.22,,HT1,
2022_2023_1,IT003,IT003.N12.2,1,*,3,1,5,2,2022-09-23,2022-12-21,B2.22,,HT1,
2022_2023_1,IT003,IT003.N15.1,1,*,6,1,5,2,2022-09-16,2022-12-14,B2.22,,HT1,
2022_2023_1,IT003,IT003.N15.2,1,*,6,1,5,2,2022-09-23,2022-12-21,B2.22,,HT1,
2022_2023_1,IT003,IT003.N13.1,1,*,4,1,5,2,2022-09-16,2022-12-14,B3.02,,HT1,
2022_2023_1,IT003,IT003.N13.2,1,*,4,1,5,2,2022-09-23,2022-12-21,B3.02,,HT1,
2022_2023_1,IT003,IT003.N11.CLC.1,1,*,3,1,5,2,2022-09-16,2022-12-14,B3.04,,HT1,
2022_2023_1,IT003,IT003.N11.CLC.2,1,*,3,1,5,2,2022-09-23,2022-12-21,B3.04,,HT1,
2022_2023_1,IT003,IT003.N12.CLC.1,1,*,3,1,5,2,2022-09-16,2022-12-14,B4.06,,HT1,
2022_2023_1,IT003,IT003.N12.CLC.2,1,*,3,1,5,2,2022-09-23,2022-12-21,B4.06,,HT1,
2022_2023_1,IT004,IT004.N11.CNVN.1,1,*,3,1,5,2,2022-09-16,2022-12-14,B2.02,,HT1,
2022_2023_1,IT004,IT004.N11.CNVN.2,1,*,3,1,5,2,2022-09-23,2022-12-21,B2.02,,HT1,
2022_2023_1,IT004,IT004.N12.CNVN.1,1,*,5,6,0,2,2022-09-16,2022-12-14,B2.06,,HT1,
2022_2023_1,IT004,IT004.N12.CNVN.2,1,*,5,6,0,2,2022-09-23,2022-12-21,B2.06,,HT1,
2022_2023_1,IT004,IT004.N11.1,1,*,2,6,0,2,2022-09-16,2022-12-14,B2.08,,HT1,
2022_2023_1,IT004,IT004.N11.2,1,*,2,6,0,2,2022-09-23,2022-12-21,B2.08,,HT1,
2022_2023_1,IT004,IT004.N110.1,1,*,4,6,0,2,2022-09-16,2022-12-14,B2.10,,HT1,
2022_2023_1,IT004,IT004.N110.2,1,*,4,6,0,2,2022-09-23,2022-12-21,B2.10,,HT1,
2022_2023_1,IT004,IT004.N14.3,1,*,2,1,5,2,2022-09-16,2022-12-14,B2.16,,HT1,
2022_2023_1,IT004,IT004.N14.4,1,*,2,1,5,2,2022-09-23,2022-12-21,B2.16,,HT1,
2022_2023_1,IT004,IT004.N16.1,1,*,3,6,0,2,2022-09-16,2022-12-14,B2.20,,HT1,
2022_2023_1,IT004,IT004.N16.2,1,*,3,6,0,2,2022-09-23,2022-12-21,B2.20,,HT1,
2022_2023_1,IT004,IT004.N114.1,1,*,5,6,0,2,2022-09-16,2022-12-14,B2.22,,HT1,
2022_2023_1,IT004,IT004.N114.2,1,*,5,6,0,2,2022-09-23,2022-12-21,B2.22,,HT1,
2022_2023_1,IT004,IT004.N117.1,1,*,5,1,5,2,2022-09-16,2022-12-14,B2.22,,HT1,
2022_2023_1,IT004,IT004.N117.2,1,*,5,1,5,2,2022-09-23,2022-12-21,B2.22,,HT1,
2022_2023_1,IT004,IT004.N119.1,1,*,6,6,0,2,2022-09-16,2022-12-14,B2.22,,HT1,
2022_2023_1,IT004,IT004.N119.2,1,*,6,6,0,2,2022-09-23,2022-12-21,B2.22,,HT1,
2022_2023_1,IT004,IT004.N17.1,1,*,3,6,0,2,2022-09-16,2022-12-14,B2.22,,HT1,
2022_2023_1,IT004,IT004.N17.2,1,*,3,6,0,2,2022-09-23,2022-12-21,B2.22,,HT1,
2022_2023_1,IT004,IT004.N12.1,1,*,2,6,0,2,2022-09-16,2022-12-14,B3.02,,HT1,
2022_2023_1,IT004,IT004.N12.2,1,*,2,6,0,2,2022-09-23,2022-12-21,B3.02,,HT1,
2022_2023_1,IT004,IT004.N13.1,1,*,2,6,0,2,2022-09-16,2022-12-14,B3.04,,HT1,
2022_2023_1,IT004,IT004.N13.2,1,*,2,6,0,2,2022-09-23,2022-12-21,B3.04,,HT1,
2022_2023_1,IT004,IT004.N13.CLC.1,1,*,6,1,5,2,2022-09-16,2022-12-14,B3.04,,HT1,
2022_2023_1,IT004,IT004.N13.CLC.2,1,*,6,1,5,2,2022-09-23,2022-12-21,B3.04,,HT1,
2022_2023_1,IT004,IT004.N14.1,1,*,2,1,5,2,2022-09-16,2022-12-14,B3.04,,HT1,
2022_2023_1,IT004,IT004.N14.2,1,*,2,1,5,2,2022-09-23,2022-12-21,B3.04,,HT1,
2022_2023_1,IT004,IT004.N113.1,1,*,4,1,5,2,2022-09-16,2022-12-14,B3.06,,HT1,
2022_2023_1,IT004,IT004.N113.2,1,*,4,1,5,2,2022-09-23,2022-12-21,B3.06,,HT1,
2022_2023_1,IT004,IT004.N116.1,1,*,5,1,5,2,2022-09-16,2022-12-14,B3.06,,HT1,
2022_2023_1,IT004,IT004.N116.2,1,*,5,1,5,2,2022-09-23,2022-12-21,B3.06,,HT1,
2022_2023_1,IT004,IT004.N118.1,1,*,6,6,0,2,2022-09-16,2022-12-14,B3.06,,HT1,
2022_2023_1,IT004,IT004.N118.2,1,*,6,6,0,2,2022-09-23,2022-12-21,B3.06,,HT1,
2022_2023_1,IT004,IT004.N111.1,1,*,4,6,0,2,2022-09-16,2022-12-14,B3.08,,HT1,
2022_2023_1,IT004,IT004.N111.2,1,*,4,6,0,2,2022-09-23,2022-12-21,B3.08,,HT1,
2022_2023_1,IT004,IT004.N112.1,1,*,4,1,5,2,2022-09-16,2022-12-14,B3.08,,HT1,
2022_2023_1,IT004,IT004.N112.2,1,*,4,1,5,2,2022-09-23,2022-12-21,B3.08,,HT1,
2022_2023_1,IT004,IT004.N115.1,1,*,5,6,0,2,2022-09-16,2022-12-14,B3.08,,HT1,
2022_2023_1,IT004,IT004.N115.2,1,*,5,6,0,2,2022-09-23,2022-12-21,B3.08,,HT1,
2022_2023_1,IT004,IT004.N120.1,1,*,6,1,5,2,2022-09-16,2022-12-14,B3.08,,HT1,
2022_2023_1,IT004,IT004.N120.2,1,*,6,1,5,2,2022-09-23,2022-12-21,B3.08,,HT1,
2022_2023_1,IT004,IT004.N18.1,1,*,3,1,5,2,2022-09-16,2022-12-14,B3.08,,HT1,
